SMILES,LogD,log_KSOL,log_HLM CLint,log_MLM CLint,log_Caco-2 Permeability Papp A>B,log_Caco-2 Permeability Efflux,log_MPPB,log_MBPB,log_MGMB,log_MDR1 Efflux_fang,log_KSOL_fang,log_HPPM_fang,log_RPPB_fang,log_RLM CLint_fang,LogD_az,logD7.4,log_Papp,log_kobs,pIC50_CYP3A4,pIC50_CYP2C9,pIC50_CYP2D6
COc1ccc(-c2nsc(SCC(=O)N3CCCC3)n2)cc1,,,,,,,,,,,,,,,,4.97,,,,,
COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)cc1,,,,,,,,,,,,,,,,,-5.8378239,,,,
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O[C@H]2OC[C@H](O)[C@@H](O)[C@@H]2O)cc1,,,,,,,,,,,,,,,,,-6.5595455,,,,
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,,,,,,,,,,,,,,,,,-5.1900001,,,,
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)cc1,,,,,,,,,,,,,,,,,,-2.04,4.753,4.795,4.679
COc1ccc(-c2oc3cc(OC)c(OC(C)=O)c(OC)c3c(=O)c2OC)cc1OC(C)=O,,,,,,,,,,,,,,,,,,-2.022,4.651,4.919,4.678
COc1ccc(-c2oc3cc(OC)ccc3c(=O)c2O)cc1,,,,,,,,,,,,,,,,,,-1.992,4.717,4.779,4.687
COc1ccc(-c2oc3cc(OC)ccc3c2C(=O)c2ccc(C#N)cc2)cc1,,,,,,,,,,,,,,,,,,-1.493,5.27,4.93,4.754
COc1ccc(-c2oc3cc(O[C@@H]4OC(CO)C(O)C(O)C4O)c(OC)c(O)c3c(=O)c2OC)cc1O,,,,,,,,,,,,,,,,,,-2.143,4.592,4.63,4.541
COc1ccc(-c2oc3ccc(C)cc3c(=O)c2O)cc1OC,,,,,,,,,,,,,,,,,,-1.776,4.795,4.887,4.716
COc1ccc(-c2oc3ccccc3c(=O)c2O)cc1,,,,,,,,,,,,,,,,,,-2.139,4.685,4.76,4.656
COc1ccc(-c2oc3ccccc3c(=O)c2O)cc1OC,,,,,,,,,,,,,,,,,,-1.977,4.723,4.822,4.688
COc1ccc(-c2onc(C)c2-c2cnn(-c3ccccc3)c2)c(O)c1,,,,,,,,,,,-0.602059991,,,,,,,,,,
COc1ccc(-c2sc(/N=C/c3ccc(-c4ccccc4)cc3)c(C#N)c2C)cc1OC,,,,,,,,,,,,,,,,,,-1.763,4.804,5.287,4.754
COc1ccc(-c2sc(/N=C/c3ccc(N(C)CCC#N)cc3)c(C#N)c2C)cc1OC,,,,,,,,,,,,,,,,,,-1.312,5.191,5.44,4.818
COc1ccc(-n2c(=O)c(-c3cc(F)cc(F)c3)nc3cnc(N(C)C)nc32)cc1,,,,,,,,,,,,,,,,,,-1.851,4.801,4.847,4.708
COc1ccc(-n2c(=O)c(-c3cc(F)cc(F)c3)nc3cnc(N4CCNCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.895,4.772,4.685,4.712
COc1ccc(-n2c(=O)c(-c3cc(F)cc(F)c3)nc3cnc(N4CCOCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.847,4.736,4.746,4.673
COc1ccc(-n2c(=O)c(-c3cc(F)cc(F)c3)nc3cncnc32)cc1,,,,,,,,,,,,,,,,,,-2.115,4.813,4.697,4.704
COc1ccc(-n2c(=O)c(-c3ccc(Cl)cc3)nc3cnc(N(C)C)nc32)cc1,,,,,,,,,,,,,,,,,,-1.964,4.791,4.856,4.716
COc1ccc(-n2c(=O)c(-c3ccc(Cl)cc3)nc3cnc(N4CCNCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.996,4.765,4.694,4.78
COc1ccc(-n2c(=O)c(-c3ccc(Cl)cc3)nc3cnc(N4CCOCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.97,4.732,4.757,4.696
COc1ccc(-n2c(=O)c(-c3ccc(Cl)cc3)nc3cncnc32)cc1,,,,,,,,,,,,,,,,,,-2.181,4.839,4.714,4.741
COc1ccc(-n2c(=O)c(-c3ccc(F)c(F)c3)nc3cncnc32)cc1,,,,,,,,,,,,,,,,,,-2.125,4.826,4.702,4.692
COc1ccc(-n2c(=O)c(-c3ccc(F)cc3)nc3cnc(N4CCNCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.986,4.736,4.688,4.733
COc1ccc(-n2c(=O)c(-c3ccc(F)cc3)nc3cnc(N4CCOCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.922,4.71,4.745,4.676
COc1ccc(-n2c(=O)c(-c3ccc(F)cc3)nc3cnc(OC)nc32)cc1,,,,,,,,,,,,,,,,,,-2.021,4.715,4.749,4.686
COc1ccc(-n2c(=O)c(-c3ccc(F)cc3)nc3cncnc32)cc1,,,,,,,,,,,,,,,,,,-2.146,4.797,4.696,4.708
COc1ccc(-n2c(=O)c(-c3cccc(C#N)c3)nc3cnc(N4CCNCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.965,4.735,4.705,4.701
COc1ccc(-n2c(=O)c(-c3cccc(Cl)c3)nc3cncnc32)cc1,,,,,,,,,,,,,,,,,,-2.067,4.9,4.733,4.724
COc1ccc(-n2c(=O)c(-c3cccc(F)c3)nc3cncnc32)cc1,,,,,,,,,,,,,,,,,,-2.103,4.822,4.696,4.691
COc1ccc(-n2c(=O)c(-c3ccccc3)nc3cnc(N4CCN(C)CC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.992,4.662,4.687,4.685
COc1ccc(-n2c(=O)c(-c3ccccc3)nc3cnc(N4CCNCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.986,4.721,4.694,4.708
COc1ccc(-n2c(=O)c(-c3ccccc3)nc3cnc(N4CCOCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.866,4.707,4.773,4.666
COc1ccc(-n2c(=O)c(-c3ccccc3)nc3cncnc32)cc1,,,,,,,,,,,,,,,,,,-2.12,4.806,4.709,4.698
COc1ccc(-n2c(=O)c(-c3cccs3)nc3cnc(N(C)C)nc32)cc1,,,,,,,,,,,,,,,,,,-1.772,4.803,4.974,4.696
COc1ccc(-n2c(=O)c(-c3cccs3)nc3cnc(N4CCN(C)CC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.95,4.657,4.681,4.662
COc1ccc(-n2c(=O)c(-c3cccs3)nc3cnc(N4CCNCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.951,4.728,4.689,4.685
COc1ccc(-n2c(=O)c(-c3cccs3)nc3cnc(N4CCOCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.787,4.724,4.79,4.653
COc1ccc(-n2c(=O)c(-c3cccs3)nc3cnc(Nc4cccc(OC)c4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.369,5.194,5.014,4.819
COc1ccc(-n2c(=O)c(-c3cccs3)nc3cnc(Nc4ccccc4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.631,4.915,4.96,4.73
COc1ccc(-n2c(=O)c(-c3cccs3)nc3cnc(OC)nc32)cc1,,,,,,,,,,,,,,,,,,-1.912,4.709,4.784,4.664
COc1ccc(-n2c(=O)c(-c3cccs3)nc3cnc(Oc4ccccc4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.842,4.885,4.997,4.701
COc1ccc(-n2c(=O)c(-c3cccs3)nc3cncnc32)cc1,,,,,,,,,,,,,,,,,,-2.079,4.811,4.718,4.686
COc1ccc(-n2c(=O)c(-c3cn(C)c4ccccc34)nc3cnc(N4CCNCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.801,4.801,4.7,4.686
COc1ccc(-n2c(=O)c(-c3cn(C)c4ccccc34)nc3cnc(N4CCOCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.693,4.789,4.813,4.661
COc1ccc(-n2c(=O)c(-c3cn(C)c4ccccc34)nc3cnc(OC)nc32)cc1,,,,,,,,,,,,,,,,,,-1.807,4.768,4.813,4.673
COc1ccc(-n2c(=O)c(-c3cn(C)c4ccccc34)nc3cncnc32)cc1,,,,,,,,,,,,,,,,,,-2.019,4.934,4.737,4.686
COc1ccc(-n2c(=O)c(C)nc3cnc(N(C)C)nc32)cc1,,,,,,,,,,,,,,,,,,-1.82,4.79,4.758,4.67
COc1ccc(-n2c(=O)c(C)nc3cnc(N4CCNCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-2.125,4.621,4.638,4.646
COc1ccc(-n2c(=O)c(C)nc3cnc(N4CCOCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.931,4.645,4.652,4.616
COc1ccc(-n2c(=O)c(C)nc3cnc(Nc4cccc(OC)c4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.354,5.178,4.833,4.787
COc1ccc(-n2c(=O)c(C)nc3cnc(Nc4ccccc4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.692,4.878,4.781,4.71
COc1ccc(-n2c(=O)c(C)nc3cnc(OC)nc32)cc1,,,,,,,,,,,,,,,,,,-2.014,4.656,4.67,4.639
COc1ccc(-n2c(=O)c(C)nc3cnc(Oc4cccc(Cl)c4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.878,4.99,4.833,4.726
COc1ccc(-n2c(=O)c(C)nc3cnc(Oc4ccccc4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.932,4.827,4.782,4.695
COc1ccc(-n2c(=O)c(C)nc3cncnc32)cc1,,,,,,,,,,,,,,,,,,-2.128,4.675,4.638,4.644
COc1ccc(-n2c(=O)c(CCc3ccccc3)nc3cnc(N(C)C)nc32)cc1,,,,,,,,,,,,,,,,,,-1.568,5.27,5.01,4.748
COc1ccc(-n2c(=O)c(CCc3ccccc3)nc3cnc(N4CCN(C)CC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.672,4.922,4.74,4.757
COc1ccc(-n2c(=O)c(CCc3ccccc3)nc3cnc(N4CCNCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.647,5.066,4.724,4.771
COc1ccc(-n2c(=O)c(CCc3ccccc3)nc3cnc(N4CCOCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.517,5.134,4.855,4.738
COc1ccc(-n2c(=O)c(CCc3ccccc3)nc3cnc(OC)nc32)cc1,,,,,,,,,,,,,,,,,,-1.598,5.126,4.871,4.751
COc1ccc(-n2c(=O)c(CCc3ccccc3)nc3cncnc32)cc1,,,,,,,,,,,,,,,,,,-1.921,5.44,4.796,4.79
COc1ccc(-n2c(=O)cnc3cnc(N(C)C)nc32)cc1,,,,,,,,,,,,,,,,,,-1.918,4.77,4.797,4.682
COc1ccc(-n2c(=O)cnc3cnc(N4CCN(C)CC4)nc32)cc1,,,,,,,,,,,,,,,,,,-2.142,4.605,4.63,4.64
COc1ccc(-n2c(=O)cnc3cnc(N4CCNCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-2.15,4.662,4.658,4.67
COc1ccc(-n2c(=O)cnc3cnc(N4CCOCC4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.997,4.662,4.673,4.629
COc1ccc(-n2c(=O)cnc3cnc(Nc4ccccc4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.737,4.857,4.83,4.708
COc1ccc(-n2c(=O)cnc3cnc(OC)nc32)cc1,,,,,,,,,,,,,,,,,,-2.061,4.679,4.689,4.654
COc1ccc(-n2c(=O)cnc3cnc(Oc4cccc(Cl)c4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.926,4.948,4.875,4.715
COc1ccc(-n2c(=O)cnc3cnc(Oc4ccccc4)nc32)cc1,,,,,,,,,,,,,,,,,,-1.961,4.826,4.824,4.687
COc1ccc(-n2c(C)nnc2SCc2nc(-c3ccc(OC)c(OC)c3)no2)cc1,,,,,,,,,,,,,,,,,,-1.783,4.75,4.767,4.712
COc1ccc(-n2c(Cn3cnc(C#N)n3)nc3ccccc32)cc1,,,0.698535493,,,,,,,0.135614977,1.556543708,,,2.821992756,,,,,,,
COc1ccc(-n2c(SCc3nc(-c4ccc(C)cc4)no3)nnc2-c2ccncc2)cc1,,,,,,,,,,,,,,,,,,-1.969,5.508,5.298,5.487
COc1ccc(-n2cc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)nn2)c(O)c1,4.3,,1.6665179805548809,1.8155777483242672,,,,,,,,,,,,,,,,,
COc1ccc(-n2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)cn2)c(OC)c1,3.4,1.7101173651118162,1.24551266781415,2.587935348636356,,,,,,,,,,,,,,,,,
COc1ccc(-n2cc3c(c2-c2ccccc2Br)c(=O)n(C)c(=O)n3C)cc1,,,1.574575243,,,,,,,-0.02430358,0.691965103,,,2.717138541,,,,,,,
COc1ccc(-n2cnc3cc(NS(=O)(=O)c4ccccc4)ccc32)cc1,,,,,,,,,,,,,,,3.7,,,,,,
COc1ccc(-n2nc(C#N)c3c2C(=O)N(c2ccc(C4(CN(C)C)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-5.337242168,,,,
COc1ccc(-n2nc(C#N)c3c2C(=O)N(c2ccc(C4(N(C)C)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-4.769551079,,,,
COc1ccc(-n2nc(C#N)c3ncn(-c4ccc(-c5ccccc5CN5CCCC5)cc4)c(=O)c32)cc1,,,,,,,,,,,,,,,,,-5.508638306,,,,
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(C5=NC(C)(C)CO5)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-5.356547324,,,,
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(C5=NCCO5)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-4.838631998,,,,
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CN(C)C)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-5.070581074,,,,
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CN5CCCC5)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-5.15490196,,,,
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(Cn5ccnc5C)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-5.15490196,,,,
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(N(C)C)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-5.036212173,,,,
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(N(C)CCO)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-4.946921557,,,,
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(c5ncc[nH]5)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-5.244125144,,,,
COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,,,,,,,,,,,,,,,,,,-2.185,4.787,4.835,5.06
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(-c4ccccc4CN(C)C)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-5.638272164,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(-c4ccccc4CN(CCO)CCO)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-6.045757491,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(-c4ccccc4CN)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-5.920818754,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(-c4ccccc4CN4CCCC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-5.455931956,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(C(C)=O)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-4.643974143,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(C5=NCCO5)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-5.207608311,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CC(N)=O)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-5.552841969,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CN5CCCC5)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-6.0,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CN5CCCC5=O)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-6.096910013,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CS(C)(=O)=O)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-4.838631998,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(N(C)C)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-4.903089987,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(N(C)CCO)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-5.619788758,,,,
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCC[14C]4=O)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-5.524692086,,,,
COc1ccc(-n2nc(C(N)=O)cc2C(=O)Cc2ccc(-n3ccccc3=O)cc2F)cc1,,,,,,,,,,,,,,,,,-5.657577319,,,,
COc1ccc(-n2nc(Cn3cnnn3)c3c2C(=O)N(c2ccc(-c4ccccc4CN4CC[C@@H](O)C4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-6.045757491,,,,
COc1ccc(-n2nc(S(C)(=O)=O)c3c2C(=O)N(c2ccc(C4(CN5CCCC5=O)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-5.698970004,,,,
COc1ccc(-n2nc(S(C)(=O)=O)c3c2C(=O)N(c2ccc(C4(Cn5ccnc5C)CC4)cc2)CC3)cc1,,,,,,,,,,,,,,,,,-5.958607315,,,,
COc1ccc(-n2sc3ccccc3c2=O)cc1,,,,,,,,,,,,,,,3.02,,,,,,
COc1ccc(/C(=N/O)NC2CCCCC2)cc1,,,,,,,,,,,,,,,,3.82,,,,,
COc1ccc(/C(=N/O)Nc2ccc(F)cc2)cc1,,,,,,,,,,,,,,,,3.02,,,,,
COc1ccc(/C(=N/O)Nc2cccc(C#N)c2)cc1,,,,,,,,,,,,,,,,2.41,,,,,
COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,,,,,,,,,,,,,,,,3.67,,,,,
COc1ccc(/C(=N/O)Nc2cccc(F)c2)cc1,,,,,,,,,,,,,,,,3.09,,,,,
COc1ccc(/C(=N\O)Nc2ccccc2)cc1,,,,,,,,,,,,,,,,3.1,,,,,
COc1ccc(/C(CNC2CCCCC2)=N/O)cc1,,,,,,,,,,,,,,,,2.93,,,,,
COc1ccc(/C=C(\C#N)C(N)=O)c(OC)c1,,,,,,,,,,,,,,,,,,-2.112,4.735,4.746,4.678
COc1ccc(/C=C(\C#N)C(N)=O)cc1OC,,,,,,,,,,,,,,,,,,-2.171,4.718,4.716,4.693
COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,,,,,,,,,,,,,,,,,,-2.148,4.719,5.256,4.72
COc1ccc(/C=C/C(=O)O)cc1OC,,,,,,,,,,,,,,,,,-4.701146924,,,,
COc1ccc(/C=C/C(=O)c2c(C)nc3ccccc3c2N)c(OC)c1,,,1.637629802,,,,,,,,1.608739919,,,2.91044777,,,,,,,
COc1ccc(/C=C/C(=O)c2c(C)nc3ccccc3c2N)cc1,,,2.258919698,,,,,,,-0.705421816,1.59747579,,,3.075357144,,,,,,,
COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1,,,,,,,,,,,,,,,,,,-1.927,4.833,4.856,4.694
COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1OC,,,,,,,,,,,,,,,,,,-1.839,4.865,4.852,4.713
COc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,,,,,,,,,,,,,,,,,,-1.759,4.891,4.995,4.757
COc1ccc(/C=C/C(=O)c2cccs2)c(OC)c1,,,,,,,,,,,,,,,,,,-1.596,5.025,5.22,4.799
COc1ccc(/C=C/C(=O)c2cccs2)cc1OC,,,,,,,,,,,,,,,,,,-1.682,4.847,5.081,4.801
COc1ccc(/C=C/C2=CC3(C)CC2(C)C(c2ccc(OC)cc2)CC3=O)cc1,,,,,,,,,,,,,,,,,,-1.442,5.193,4.834,4.772
COc1ccc(/C=C/N(CCc2ccc(OC)c(OC)c2)C(=O)C(F)(F)F)cc1,,,,,,,,,,,,,,,,,,-1.336,5.517,4.993,5.013
COc1ccc(/C=C/N(CCc2ccc(OC)c(OC)c2)C(=O)c2ccccn2)cc1,,,,,,,,,,,,,,,,,,-1.276,5.48,4.899,4.843
COc1ccc(/C=C/N(CCc2ccc(OC)c(OC)c2)C(C)=O)cc1,,,,,,,,,,,,,,,,,,-1.356,5.183,4.78,4.769
COc1ccc(/C=C/NC(=O)Cc2ccc(OC)c(OC)c2)cc1,,,,,,,,,,,,,,,,,,-1.523,4.951,4.821,4.823
COc1ccc(/C=C/NC(=O)c2ccc(OC)cc2)cc1,,,,,,,,,,,,,,,,,,-1.921,4.709,4.776,4.741
COc1ccc(/C=C2/CCc3ccccc3C2=O)cc1CN1CCOCC1,,,,,,,,,,,,,,,3.8,,,,,,
COc1ccc(/C=C2\CNC/C(=C\c3ccc(OC)c(OC)c3)C2=O)cc1OC,,,,,,,,,,,,,,,,,-4.841637508,,,,
COc1ccc(/C=C2\SC(=S)NC2=O)cc1OC,,,,,,,,,,,,,,,1.42,,,,,,
COc1ccc(/C=C\C(=O)Nc2ccccc2C(=O)O)cc1OC,,,,,,,,,,,,,,,,,,-2.17,4.714,5.195,4.715
COc1ccc(/C=N\NC(=O)O)cc1,,,,,,,,,,,,,,,,,,-2.33,4.685,4.708,4.722
COc1ccc(/C=N\c2c(O)ccc3ccccc23)cc1OC,,,,,,,,,,,,,,,,,,-1.787,4.853,4.944,4.782
COc1ccc(=O)n(Cc2noc3c2CCCC3)n1,,,1.055836851,,,,,,,-0.093538757,,,,2.431087014,,,,,,,
COc1ccc(Br)c(-c2nnc(N)o2)c1,,,1.215426048,,,,,,,-0.150551104,1.393926007,,,1.772439068,,,,,,,
COc1ccc(Br)c2c1C[C@H](C(=O)O)CC2,,,,,,,,,,,,,,,,,,-2.22,4.733,4.747,4.767
COc1ccc(Br)cc1-c1csc(Nc2ccc(-n3ccnc3)c(OC)c2)n1,,,,,,,,,,,,,,,,,,-1.908,6.268,6.231,5.812
COc1ccc(Br)cc1-c1csc(Nc2ccc(-n3ccnc3)cc2)n1,,,,,,,,,,,,,,,,,,-2.104,6.323,6.536,6.547
COc1ccc(Br)cc1-c1csc(Nc2ccc(-n3cnc(C)c3)c(OC)c2)n1,,,,,,,,,,,,,,,,,,-1.395,5.417,5.244,4.817
COc1ccc(Br)cc1-c1csc(Nc2ccc(-n3cnc(C)c3)cc2)n1,,,,,,,,,,,,,,,,,,-1.471,5.404,5.271,4.921
COc1ccc(C#CC(C)(C)N)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1,,,,,,,,,,,,,,,,,,-2.134,4.679,4.681,4.745
COc1ccc(C#CC2C=CC(OC(C)=O)C(COC(C)=O)O2)cc1,,,,,,,,,,,,,,,,,,-2.052,4.733,4.758,4.696
COc1ccc(C#CC2C=CC(Oc3cc(C)cc(C)c3)C(CO)O2)cc1,,,,,,,,,,,,,,,,,,-2.006,4.782,4.831,4.745
COc1ccc(C(=O)C2C3C4COC(O4)C(=O)C3C3C=Cc4ccccc4N32)c(OC)c1,,,,,,,,,,,,,,,,,,-1.629,5.129,4.866,4.647
COc1ccc(C(=O)C2CCN(C(=O)c3ccc(F)cc3)CC2)cc1,,,,,,,,,,,,,,,2.92,,,,,,
COc1ccc(C(=O)C2CCN(C(=O)c3ccco3)CC2)cc1,,,,,,,,,,,,,,,2.42,,,,,,
COc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)COCC4)CC3CC3)CC2)cc1,,,1.035509785,,,,,,,1.731137009,1.975431809,,,1.658354878,,,,,,,
COc1ccc(C(=O)CC(=O)c2c(O)cc(OC)cc2OC)cc1,,,,,,,,,,,,,,,,,,-1.758,4.977,5.078,4.729
COc1ccc(C(=O)CCN(C)C)c2ccccc12,,,,,,,,,,,,,,,,,,-2.41,4.604,4.62,4.752
COc1ccc(C(=O)CS(=O)(=O)c2ccccc2)cc1,,,,,,,,,,,,,,,1.96,,,,,,
COc1ccc(C(=O)Cn2c(=O)n(-c3ccccc3F)c3nc(C)nc(C(N)=O)c32)cc1,,,0.675686709,,,,,,,0.164345342,0.567026366,,,1.880859305,,,,,,,
COc1ccc(C(=O)N(C)Cc2nccn2C)c(F)c1,,,0.675686709,,,,,,,0.345550205,1.720242018,,,1.730426945,,,,,,,
COc1ccc(C(=O)N/N=C2/C(=O)c3c(C)cc(C)cc3CC2(C)C)cc1,,,,,,,,,,,,,,,,,,-1.752,5.048,4.802,4.737
COc1ccc(C(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)cc1,,,,,,,,,,,,,,,2.92,,,,,,
COc1ccc(C(=O)N2CCC3(CC2)CCN(C(c2ccccc2)c2ccccc2)CC3)cc1,,,,,,,,,,,,,,,,,,-1.981,4.778,4.709,4.939
COc1ccc(C(=O)N2CCC3(CC2)CCN(c2cccc(-c4ccccc4)c2)CC3)cc1,,,,,,,,,,,,,,,,,,-1.884,4.656,4.735,4.693
COc1ccc(C(=O)N2CCC3(CC2)CCN(c2ccccc2)CC3)cc1,,,,,,,,,,,,,,,,,,-1.907,4.654,4.689,4.729
COc1ccc(C(=O)N2CCC3(CC2)CCN(c2ccccn2)CC3)cc1,,,,,,,,,,,,,,,,,,-1.745,4.728,4.679,4.728
COc1ccc(C(=O)N2CCC3(CC2)CCN(c2ccncc2)CC3)cc1,,,,,,,,,,,,,,,,,,-2.104,5.204,4.847,6.009
COc1ccc(C(=O)N2CCC3(CC2)CCN(c2ncccn2)CC3)cc1,,,,,,,,,,,,,,,,,,-1.748,4.662,4.632,4.665
COc1ccc(C(=O)N2CCC3(CC2)CN(C(=O)NC(C)C)C3)cc1,,,,,,,,,,,,,,,,,,-2.088,4.702,4.758,4.681
COc1ccc(C(=O)N2CCC3(CC2)CN(C(=O)Nc2cccc(C#N)c2)C3)cc1,,,,,,,,,,,,,,,,,,-2.055,4.644,4.755,4.671
COc1ccc(C(=O)N2CCC3(CC2)CN(C(=O)Nc2ccccc2)C3)cc1,,,,,,,,,,,,,,,,,,-2.045,4.619,4.73,4.657
COc1ccc(C(=O)N2CCC3(CC2)CN(CC(C)C)C3)cc1,,,,,,,,,,,,,,,,,,-2.287,4.7,4.672,4.818
COc1ccc(C(=O)N2CCC3(CC2)CN(Cc2ccc(C#N)cc2)C3)cc1,,,,,,,,,,,,,,,,,,-2.197,4.653,4.67,4.758
COc1ccc(C(=O)N2CCC3(CC2)CN(c2ccc(-c4ccccc4)cc2)C3)cc1,,,,,,,,,,,,,,,,,,-1.948,4.71,4.801,4.692
